NAME,GEOID,GEO_ID,tract,total,pct_nh_asian,pct_nh_asian_moe,pct_nh_asian_moe_ratio
Census Tract 3010; Contra Costa County; California,06013301000,1400000US06013301000,301000,5329.0,0.0707449802964909,0.01793505707859571,0.25351702698099876
Census Tract 3020.05; Contra Costa County; California,06013302005,1400000US06013302005,302005,7539.0,,0.021106530284405945,0.5304071060471214
Census Tract 3020.06; Contra Costa County; California,06013302006,1400000US06013302006,302006,4183.0,,0.07166722169331365,0.6574210270682698
Census Tract 3020.07; Contra Costa County; California,06013302007,1400000US06013302007,302007,6652.0,,0.01597583496993694,1.3801461587015653
Census Tract 3020.09; Contra Costa County; California,06013302009,1400000US06013302009,302009,6806.0,0.30825741992359684,0.0787726578290532,0.2555418060936778
Census Tract 3020.11; Contra Costa County; California,06013302011,1400000US06013302011,302011,4915.0,0.15381485249237029,0.05534686455937707,0.35982782977425704
Census Tract 3020.12; Contra Costa County; California,06013302012,1400000US06013302012,302012,5810.0,0.053184165232358006,0.015359986267511491,0.2888075087839539
Census Tract 3020.13; Contra Costa County; California,06013302013,1400000US06013302013,302013,2961.0,,0.03506916357321111,0.6572138819004943
Census Tract 3020.14; Contra Costa County; California,06013302014,1400000US06013302014,302014,7602.0,,0.06776861931940484,0.5146623816844311
Census Tract 3031.04; Contra Costa County; California,06013303104,1400000US06013303104,303104,6060.0,0.16617161716171616,0.03809275942949277,0.22923745992326336
Census Tract 3031.05; Contra Costa County; California,06013303105,1400000US06013303105,303105,3326.0,,0.11671177534143967,0.9704584119640708
Census Tract 3031.06; Contra Costa County; California,06013303106,1400000US06013303106,303106,8245.0,0.12516676773802304,0.041608024325528806,0.3324206982209157
Census Tract 3031.07; Contra Costa County; California,06013303107,1400000US06013303107,303107,7260.0,0.1446280991735537,0.052063240362002786,0.3599801190744193
Census Tract 3032.02; Contra Costa County; California,06013303202,1400000US06013303202,303202,9146.0,,0.06705842455304947,0.5162595546819785
Census Tract 3032.04; Contra Costa County; California,06013303204,1400000US06013303204,303204,4735.0,0.09989440337909188,0.036117708039586034,0.36155887434976713
Census Tract 3032.06; Contra Costa County; California,06013303206,1400000US06013303206,303206,5452.0,0.15187087307410124,0.05836846527245463,0.3843295563592061
Census Tract 3032.07; Contra Costa County; California,06013303207,1400000US06013303207,303207,8270.0,0.18343409915356712,0.03551721350962937,0.19362383370114364
Census Tract 3032.08; Contra Costa County; California,06013303208,1400000US06013303208,303208,4060.0,,0.02991886126429237,0.45156348227891085
Census Tract 3032.09; Contra Costa County; California,06013303209,1400000US06013303209,303209,5340.0,0.3902621722846442,0.10496178715374578,0.2689519881962584
Census Tract 3032.10; Contra Costa County; California,06013303210,1400000US06013303210,303210,3598.0,,0.07727389255063843,0.9489128511849729
Census Tract 3032.11; Contra Costa County; California,06013303211,1400000US06013303211,303211,4679.0,0.07458858730497969,0.018064857546161224,0.2421933193652962
Census Tract 3040.01; Contra Costa County; California,06013304001,1400000US06013304001,304001,5895.0,0.15860899067005937,0.02899148053882285,0.182785858584343
Census Tract 3040.02; Contra Costa County; California,06013304002,1400000US06013304002,304002,1997.0,,0.0320146611927493,1.253593694155301
Census Tract 3040.03; Contra Costa County; California,06013304003,1400000US06013304003,304003,3279.0,,0.021195991416632174,0.4572477358890586
Census Tract 3040.04; Contra Costa County; California,06013304004,1400000US06013304004,304004,3634.0,,0.03429978828441725,0.6924746145865127
Census Tract 3040.06; Contra Costa County; California,06013304006,1400000US06013304006,304006,3292.0,,0.057633749422270356,0.8073629919068681
Census Tract 3040.07; Contra Costa County; California,06013304007,1400000US06013304007,304007,5509.0,,0.03855406279443242,0.41483267955962544
Census Tract 3050; Contra Costa County; California,06013305000,1400000US06013305000,305000,7425.0,,0.07108272468108189,1.057693849212491
Census Tract 3060.02; Contra Costa County; California,06013306002,1400000US06013306002,306002,4439.0,,0.07111656458815,0.45292170761377015
Census Tract 3060.03; Contra Costa County; California,06013306003,1400000US06013306003,306003,5166.0,,0.0550063455746577,0.5787429353129973
Census Tract 3060.04; Contra Costa County; California,06013306004,1400000US06013306004,306004,3863.0,,0.015318169646737542,0.8106039636348921
Census Tract 3071.01; Contra Costa County; California,06013307101,1400000US06013307101,307101,4696.0,0.08028109028960818,0.014874531979265736,0.18528064237302888
Census Tract 3071.02; Contra Costa County; California,06013307102,1400000US06013307102,307102,5694.0,,0.037925021310284766,1.1188863800039452
Census Tract 3072.01; Contra Costa County; California,06013307201,1400000US06013307201,307201,4224.0,,0.005620777047656871,1.249587486805401
Census Tract 3072.02; Contra Costa County; California,06013307202,1400000US06013307202,307202,4481.0,,0.018886871681763943,0.8060197333903261
Census Tract 3072.04; Contra Costa County; California,06013307204,1400000US06013307204,307204,4567.0,,0.0633909055699192,0.7461501694273738
Census Tract 3072.05; Contra Costa County; California,06013307205,1400000US06013307205,307205,7818.0,0.07329240214888719,0.024076398693937018,0.328497879562303
Census Tract 3080.01; Contra Costa County; California,06013308001,1400000US06013308001,308001,7523.0,0.12521600425362223,0.04029915949893395,0.32183713047821666
Census Tract 3080.02; Contra Costa County; California,06013308002,1400000US06013308002,308002,4486.0,,0.08195031501557429,0.4601115308634121
Census Tract 3090; Contra Costa County; California,06013309000,1400000US06013309000,309000,3600.0,0.08694444444444445,0.024391537677766903,0.2805416474120155
Census Tract 3100; Contra Costa County; California,06013310000,1400000US06013310000,310000,6257.0,,0.026839099451346767,0.5135542668717943
Census Tract 3110; Contra Costa County; California,06013311000,1400000US06013311000,311000,5392.0,,0.0420114980684024,0.45305199516965156
Census Tract 3120; Contra Costa County; California,06013312000,1400000US06013312000,312000,2818.0,0.13662171753016322,0.044742071163125244,0.3274887182797064
Census Tract 3131.02; Contra Costa County; California,06013313102,1400000US06013313102,313102,4796.0,,0.06712585387048475,0.4833867795237911
Census Tract 3131.04; Contra Costa County; California,06013313104,1400000US06013313104,313104,2909.0,,0.2023011914008999,0.8628946712393222
Census Tract 3131.05; Contra Costa County; California,06013313105,1400000US06013313105,313105,6007.0,,0.0354072313411561,0.43229926558196075
Census Tract 3131.06; Contra Costa County; California,06013313106,1400000US06013313106,313106,7094.0,,0.05029326963148372,0.40451298726275003
Census Tract 3131.07; Contra Costa County; California,06013313107,1400000US06013313107,313107,2718.0,0.10632818248712289,0.029410263316150195,0.2765989470356271
Census Tract 3132.03; Contra Costa County; California,06013313203,1400000US06013313203,313203,3382.0,0.1354228267297457,0.04911367257593261,0.3626690843925854
Census Tract 3132.04; Contra Costa County; California,06013313204,1400000US06013313204,313204,5864.0,0.14529331514324692,0.055574127682169405,0.3824961088359641
Census Tract 3132.05; Contra Costa County; California,06013313205,1400000US06013313205,313205,1978.0,0.20020222446916078,0.04751875997162915,0.2373538061209153
Census Tract 3132.06; Contra Costa County; California,06013313206,1400000US06013313206,313206,6290.0,0.1492845786963434,0.03839983086104932,0.257225704063898
Census Tract 3141.02; Contra Costa County; California,06013314102,1400000US06013314102,314102,6912.0,0.1535011574074074,0.05195446237292237,0.33846300086865166
Census Tract 3141.03; Contra Costa County; California,06013314103,1400000US06013314103,314103,5554.0,0.11505221462009363,0.04200802373270506,0.36512138311650066
Census Tract 3141.05; Contra Costa County; California,06013314105,1400000US06013314105,314105,3958.0,,0.032448737727188925,0.5657801934987391
Census Tract 3141.06; Contra Costa County; California,06013314106,1400000US06013314106,314106,4176.0,0.07567049808429119,0.0023066924769047513,0.030483379061880513
Census Tract 3142; Contra Costa County; California,06013314200,1400000US06013314200,314200,7185.0,,0.04184749371312504,0.6277124056968756
Census Tract 3150; Contra Costa County; California,06013315000,1400000US06013315000,315000,3772.0,0.15190880169671261,0.04237286086752559,0.2789361800912854
Census Tract 3160; Contra Costa County; California,06013316000,1400000US06013316000,316000,1112.0,,0.016007256143537246,1.0470628724478481
Census Tract 3170; Contra Costa County; California,06013317000,1400000US06013317000,317000,1934.0,,0.06055855203177082,0.8077257905478948
Census Tract 3180; Contra Costa County; California,06013318000,1400000US06013318000,318000,3512.0,,0.03356990013804984,0.580775809284882
Census Tract 3190.01; Contra Costa County; California,06013319001,1400000US06013319001,319001,4236.0,,0.052939719404709665,0.4585943791377304
Census Tract 3190.02; Contra Costa County; California,06013319002,1400000US06013319002,319002,3943.0,,0.02689204572359177,1.1161614346118143
Census Tract 3200.01; Contra Costa County; California,06013320001,1400000US06013320001,320001,3100.0,,0.036644447959429484,0.5623652904664921
Census Tract 3200.03; Contra Costa County; California,06013320003,1400000US06013320003,320003,3068.0,0.1016949152542373,0.01875301570779541,0.1844046544599882
Census Tract 3200.04; Contra Costa County; California,06013320004,1400000US06013320004,320004,6599.0,0.14714350659190786,0.051488671456887035,0.34992146544181
Census Tract 3211.01; Contra Costa County; California,06013321101,1400000US06013321101,321101,6866.0,0.10195164579085349,0.023621824834662995,0.23169635616399445
Census Tract 3211.02; Contra Costa County; California,06013321102,1400000US06013321102,321102,6133.0,0.1436491113647481,0.028496710497157036,0.19837721393764368
Census Tract 3211.03; Contra Costa County; California,06013321103,1400000US06013321103,321103,4546.0,0.1106467223933128,0.02681063554803439,0.24230844771643012
Census Tract 3212; Contra Costa County; California,06013321200,1400000US06013321200,321200,5616.0,0.3554131054131054,0.09741578391500842,0.27409170464262894
Census Tract 3220; Contra Costa County; California,06013322000,1400000US06013322000,322000,6755.0,,0.0867770009557792,0.4971829019985483
Census Tract 3230; Contra Costa County; California,06013323000,1400000US06013323000,323000,4669.0,0.12122510173484687,0.031164479634994434,0.25707942652966254
Census Tract 3240.02; Contra Costa County; California,06013324002,1400000US06013324002,324002,4740.0,0.20316455696202532,0.06718984250896352,0.33071635876686095
Census Tract 3240.03; Contra Costa County; California,06013324003,1400000US06013324003,324003,3449.0,0.26239489707161495,0.07019416963628333,0.267513470801703
Census Tract 3240.04; Contra Costa County; California,06013324004,1400000US06013324004,324004,2413.0,,0.08991615271408059,0.4931083556797192
Census Tract 3250; Contra Costa County; California,06013325000,1400000US06013325000,325000,6161.0,,0.060951115340282844,0.4508041075768098
Census Tract 3260; Contra Costa County; California,06013326000,1400000US06013326000,326000,3639.0,,0.04157752413747709,0.4398273556287184
Census Tract 3270.01; Contra Costa County; California,06013327001,1400000US06013327001,327001,3479.0,,0.04094250153220995,0.9370984396747264
Census Tract 3270.02; Contra Costa County; California,06013327002,1400000US06013327002,327002,3833.0,0.18888599008609444,0.06403106206012103,0.33899317800613804
Census Tract 3280; Contra Costa County; California,06013328000,1400000US06013328000,328000,2326.0,,0.09709801273805783,0.48991318357640457
Census Tract 3290; Contra Costa County; California,06013329000,1400000US06013329000,329000,6488.0,0.08970406905055488,0.009511105217425077,0.10602757843754965
Census Tract 3300; Contra Costa County; California,06013330000,1400000US06013330000,330000,5587.0,0.10542330409880078,0.03143795041159101,0.29820684032183187
Census Tract 3310; Contra Costa County; California,06013331000,1400000US06013331000,331000,7789.0,0.14815765823597382,0.04930411442101006,0.3327814100738712
Census Tract 3320; Contra Costa County; California,06013332000,1400000US06013332000,332000,8109.0,0.16623504747811074,0.045213586658016676,0.271985885912357
Census Tract 3331.01; Contra Costa County; California,06013333101,1400000US06013333101,333101,3951.0,,0.06705064661820831,0.4252280975739022
Census Tract 3331.02; Contra Costa County; California,06013333102,1400000US06013333102,333102,4251.0,0.1714890613973183,0.05707414537452498,0.3328150781716127
Census Tract 3332; Contra Costa County; California,06013333200,1400000US06013333200,333200,5866.0,,0.04382519035987986,0.4991816828175831
Census Tract 3340.01; Contra Costa County; California,06013334001,1400000US06013334001,334001,3960.0,,0.12229271824946178,0.5039325330570954
Census Tract 3340.06; Contra Costa County; California,06013334006,1400000US06013334006,334006,4731.0,0.12280701754385964,0.02318455296429331,0.18878850270924552
Census Tract 3340.07; Contra Costa County; California,06013334007,1400000US06013334007,334007,3435.0,0.17234352256186317,0.057582018458418004,0.33411188075112475
Census Tract 3340.08; Contra Costa County; California,06013334008,1400000US06013334008,334008,3793.0,0.1244397574479304,0.03237196500507631,0.2601416594581662
Census Tract 3342; Contra Costa County; California,06013334200,1400000US06013334200,334200,7547.0,,0.04625514832659722,0.4288545508855396
Census Tract 3350; Contra Costa County; California,06013335000,1400000US06013335000,335000,3612.0,,0.06186526449511696,0.4954708101027992
Census Tract 3361.01; Contra Costa County; California,06013336101,1400000US06013336101,336101,4438.0,,0.038395353004733714,0.49248143536129546
Census Tract 3361.03; Contra Costa County; California,06013336103,1400000US06013336103,336103,4862.0,,0.06423985982146332,0.45200318155130925
Census Tract 3361.04; Contra Costa County; California,06013336104,1400000US06013336104,336104,2539.0,,0.04968927987376999,0.48523492922885386
Census Tract 3362.01; Contra Costa County; California,06013336201,1400000US06013336201,336201,3376.0,0.1134478672985782,0.022825732558987847,0.20120019091160046
Census Tract 3362.02; Contra Costa County; California,06013336202,1400000US06013336202,336202,6012.0,,0.07266545981649827,0.5887665019094173
Census Tract 3371; Contra Costa County; California,06013337100,1400000US06013337100,337100,3160.0,0.1300632911392405,0.031326583631280026,0.24085645808964692
Census Tract 3372.01; Contra Costa County; California,06013337201,1400000US06013337201,337201,3139.0,,0.050736512734896565,0.5170841346585725
Census Tract 3372.02; Contra Costa County; California,06013337202,1400000US06013337202,337202,5515.0,0.10208522212148685,0.02131914728540735,0.20883676248494057
Census Tract 3373; Contra Costa County; California,06013337300,1400000US06013337300,337300,5994.0,,0.0649056589704948,0.4006637691752274
Census Tract 3381.01; Contra Costa County; California,06013338101,1400000US06013338101,338101,5543.0,0.1340429370377052,0.051754191749177565,0.38610159470483346
Census Tract 3381.02; Contra Costa County; California,06013338102,1400000US06013338102,338102,3231.0,0.14948932219127206,0.05129856394030727,0.34315871654478836
Census Tract 3382.01; Contra Costa County; California,06013338201,1400000US06013338201,338201,4019.0,0.1430704155262503,0.035466601668670265,0.2478961254024101
Census Tract 3382.03; Contra Costa County; California,06013338203,1400000US06013338203,338203,5431.0,0.29534155772417603,0.08997655482808793,0.30465253695221045
Census Tract 3382.04; Contra Costa County; California,06013338204,1400000US06013338204,338204,6600.0,0.16984848484848486,0.03599873999895005,0.2119461944630422
Census Tract 3383.01; Contra Costa County; California,06013338301,1400000US06013338301,338301,2910.0,0.1422680412371134,0.033946114474739046,0.2386067466702672
Census Tract 3383.02; Contra Costa County; California,06013338302,1400000US06013338302,338302,5513.0,0.18120805369127516,0.062473494223139525,0.3447611347869552
Census Tract 3390.01; Contra Costa County; California,06013339001,1400000US06013339001,339001,3659.0,0.1292702924296256,0.04851326215738211,0.37528546772486493
Census Tract 3390.03; Contra Costa County; California,06013339003,1400000US06013339003,339003,4153.0,0.17962918372261016,0.06443187063510436,0.358693778482022
Census Tract 3390.04; Contra Costa County; California,06013339004,1400000US06013339004,339004,3319.0,,0.10772125583624823,0.5035589410147998
Census Tract 3400.01; Contra Costa County; California,06013340001,1400000US06013340001,340001,6118.0,0.14759725400457666,0.057898130321831706,0.39227105349830166
Census Tract 3400.03; Contra Costa County; California,06013340003,1400000US06013340003,340003,3718.0,,0.10571907825138292,0.45127845343127637
Census Tract 3400.04; Contra Costa County; California,06013340004,1400000US06013340004,340004,3940.0,0.1446700507614213,0.056521526338637496,0.3906926557442662
Census Tract 3410; Contra Costa County; California,06013341000,1400000US06013341000,341000,4760.0,,0.08787442569403332,0.452197044652539
Census Tract 3430.01; Contra Costa County; California,06013343001,1400000US06013343001,343001,5940.0,,0.03976503405279726,0.7114587417879992
Census Tract 3430.02; Contra Costa County; California,06013343002,1400000US06013343002,343002,4658.0,,0.05436545605458063,0.4234687195689575
Census Tract 3430.03; Contra Costa County; California,06013343003,1400000US06013343003,343003,3847.0,0.11229529503509228,0.04261719328157535,0.3795100522088435
Census Tract 3451.01; Contra Costa County; California,06013345101,1400000US06013345101,345101,6622.0,0.4269102990033223,0.13819250560612104,0.3237038458166726
Census Tract 3451.02; Contra Costa County; California,06013345102,1400000US06013345102,345102,4533.0,0.2770791969997794,0.05087492338240347,0.18361148701626986
