NAME,GEOID,GEO_ID,tract,total,pct_nh_black,pct_nh_black_moe,pct_nh_black_moe_ratio
Census Tract 3451.03; Contra Costa County; California,06013345103,1400000US06013345103,345103,5286.0,,0.021102125350770263,1.1267256020623395
Census Tract 3451.05; Contra Costa County; California,06013345105,1400000US06013345105,345105,6233.0,,0.004957796844707364,1.4046339878664094
Census Tract 3451.11; Contra Costa County; California,06013345111,1400000US06013345111,345111,5850.0,,0.011888976263450306,0.8916732197587729
Census Tract 3451.12; Contra Costa County; California,06013345112,1400000US06013345112,345112,7723.0,,0.023062977791043476,0.957609556345316
Census Tract 3451.13; Contra Costa County; California,06013345113,1400000US06013345113,345113,4767.0,,0.014398744155238286,1.1252264489839494
Census Tract 3451.14; Contra Costa County; California,06013345114,1400000US06013345114,345114,6571.0,,0.0028861023252759414,1.896457837938821
Census Tract 3451.15; Contra Costa County; California,06013345115,1400000US06013345115,345115,6758.0,,0.009255054395892953,1.1371937746808103
Census Tract 3451.16; Contra Costa County; California,06013345116,1400000US06013345116,345116,2961.0,,0.022216065570490905,0.8326806348635895
Census Tract 3451.17; Contra Costa County; California,06013345117,1400000US06013345117,345117,4652.0,,0.00852375119130359,1.5860996216777723
Census Tract 3451.18; Contra Costa County; California,06013345118,1400000US06013345118,345118,3525.0,,0.0392500132783824,0.6917814840314899
Census Tract 3452.03; Contra Costa County; California,06013345203,1400000US06013345203,345203,6954.0,,0.00628388642879627,1.181030979077007
Census Tract 3452.04; Contra Costa County; California,06013345204,1400000US06013345204,345204,3152.0,,0.004124365482233503,inf
Census Tract 3452.05; Contra Costa County; California,06013345205,1400000US06013345205,345205,5779.0,,0.03227389114499156,1.5806001434483579
Census Tract 3452.06; Contra Costa County; California,06013345206,1400000US06013345206,345206,3622.0,,0.019437211258537652,1.303732947748581
Census Tract 3461.01; Contra Costa County; California,06013346101,1400000US06013346101,346101,3364.0,,0.03133416125190912,0.9944162118058705
Census Tract 3461.02; Contra Costa County; California,06013346102,1400000US06013346102,346102,5396.0,,0.0014747522510481987,1.591552629331216
Census Tract 3462.03; Contra Costa County; California,06013346203,1400000US06013346203,346203,4033.0,,0.00935879110177512,0.8777675468246292
Census Tract 3462.04; Contra Costa County; California,06013346204,1400000US06013346204,346204,7894.0,,0.03441615436242319,1.379091992573445
Census Tract 3462.05; Contra Costa County; California,06013346205,1400000US06013346205,346205,4325.0,,0.00782781639871025,1.5388775420191743
Census Tract 3462.06; Contra Costa County; California,06013346206,1400000US06013346206,346206,3216.0,,0.039251364770034866,1.342897756387576
Census Tract 3470; Contra Costa County; California,06013347000,1400000US06013347000,347000,6724.0,,0.010825591231186921,1.6543471690568377
Census Tract 3480; Contra Costa County; California,06013348000,1400000US06013348000,348000,4819.0,,0.0026976551151691223,inf
Census Tract 3490; Contra Costa County; California,06013349000,1400000US06013349000,349000,5815.0,,0.009422704675392083,1.565515076782999
Census Tract 3500; Contra Costa County; California,06013350000,1400000US06013350000,350000,6150.0,,0.011511650484857649,1.4749302183723862
Census Tract 3511.01; Contra Costa County; California,06013351101,1400000US06013351101,351101,2737.0,,0.0047497259773474606,inf
Census Tract 3511.03; Contra Costa County; California,06013351103,1400000US06013351103,351103,1929.0,,0.0031086353974327714,2.998278840823908
Census Tract 3511.04; Contra Costa County; California,06013351104,1400000US06013351104,351104,1667.0,,0.010172532182018126,1.6957611147424214
Census Tract 3511.05; Contra Costa County; California,06013351105,1400000US06013351105,351105,1814.0,,0.016317082777169607,1.138430313760987
Census Tract 3512; Contra Costa County; California,06013351200,1400000US06013351200,351200,5525.0,,0.002347521856566374,1.8528654653613166
Census Tract 3521.01; Contra Costa County; California,06013352101,1400000US06013352101,352101,3628.0,,0.012424672308486255,0.4376379721862925
Census Tract 3521.02; Contra Costa County; California,06013352102,1400000US06013352102,352102,5187.0,,0.006329978349776671,0.8873945324403133
Census Tract 3522.01; Contra Costa County; California,06013352201,1400000US06013352201,352201,6070.0,,0.007063331916457161,1.383045959125644
Census Tract 3522.02; Contra Costa County; California,06013352202,1400000US06013352202,352202,2674.0,,0.0048616305160807775,inf
Census Tract 3530.01; Contra Costa County; California,06013353001,1400000US06013353001,353001,4420.0,,0.0029411764705882353,inf
Census Tract 3530.02; Contra Costa County; California,06013353002,1400000US06013353002,353002,4182.0,,0.008340725797871143,1.090028602709285
Census Tract 3540.01; Contra Costa County; California,06013354001,1400000US06013354001,354001,2396.0,,0.005425709515859766,inf
Census Tract 3540.02; Contra Costa County; California,06013354002,1400000US06013354002,354002,6943.0,,0.003309346316196916,2.088799224850472
Census Tract 3551.07; Contra Costa County; California,06013355107,1400000US06013355107,355107,5607.0,,0.0984753516135855,0.546684451977598
Census Tract 3551.09; Contra Costa County; California,06013355109,1400000US06013355109,355109,7471.0,,0.1570893137554292,0.565052606194902
Census Tract 3551.10; Contra Costa County; California,06013355110,1400000US06013355110,355110,4112.0,,0.1356476770703159,0.4131727763801029
Census Tract 3551.11; Contra Costa County; California,06013355111,1400000US06013355111,355111,6569.0,0.14598873496727052,0.03751006947930952,0.25693810887339336
Census Tract 3551.12; Contra Costa County; California,06013355112,1400000US06013355112,355112,5800.0,,0.03477769423603852,1.1022438610329148
Census Tract 3551.13; Contra Costa County; California,06013355113,1400000US06013355113,355113,5423.0,,0.11018026337555632,1.2500158332335607
Census Tract 3551.15; Contra Costa County; California,06013355115,1400000US06013355115,355115,10013.0,,0.030131591466389347,0.5406946690913199
Census Tract 3551.18; Contra Costa County; California,06013355118,1400000US06013355118,355118,3769.0,0.1679490581055983,0.06053794187931709,0.36045419106342197
Census Tract 3551.19; Contra Costa County; California,06013355119,1400000US06013355119,355119,5288.0,0.2821482602118003,0.07608728811331035,0.26967129996192035
Census Tract 3551.20; Contra Costa County; California,06013355120,1400000US06013355120,355120,4036.0,0.37338949454905845,0.08614911085790515,0.23072183903285018
Census Tract 3551.21; Contra Costa County; California,06013355121,1400000US06013355121,355121,6409.0,,0.05954539776049236,1.2310530782161146
Census Tract 3551.22; Contra Costa County; California,06013355122,1400000US06013355122,355122,5559.0,,0.036013847473195686,1.334673187356632
Census Tract 3551.23; Contra Costa County; California,06013355123,1400000US06013355123,355123,3333.0,,0.039184733995651456,1.155776269092976
Census Tract 3551.24; Contra Costa County; California,06013355124,1400000US06013355124,355124,4601.0,,0.002825472723321017,inf
Census Tract 3551.25; Contra Costa County; California,06013355125,1400000US06013355125,355125,4096.0,,0.027796634953670126,0.889492318517444
Census Tract 3551.26; Contra Costa County; California,06013355126,1400000US06013355126,355126,5773.0,,0.040580992901091996,1.5412767895921322
Census Tract 3552.01; Contra Costa County; California,06013355201,1400000US06013355201,355201,8114.0,0.09489770766576287,0.03554355301252789,0.3745459599268199
Census Tract 3552.02; Contra Costa County; California,06013355202,1400000US06013355202,355202,3981.0,0.32378799296659133,0.11544212727230833,0.35653615878282346
Census Tract 3553.02; Contra Costa County; California,06013355302,1400000US06013355302,355302,3454.0,,0.011765016147165953,0.9911308724953951
Census Tract 3553.06; Contra Costa County; California,06013355306,1400000US06013355306,355306,4550.0,,0.005220895658724654,0.6091044935178763
Census Tract 3553.07; Contra Costa County; California,06013355307,1400000US06013355307,355307,4397.0,,0.030314131997438803,1.5681322163851577
Census Tract 3553.08; Contra Costa County; California,06013355308,1400000US06013355308,355308,3570.0,,0.04444391230629338,1.1333197638104813
Census Tract 3553.09; Contra Costa County; California,06013355309,1400000US06013355309,355309,5150.0,,0.0036893203883495147,inf
Census Tract 3553.10; Contra Costa County; California,06013355310,1400000US06013355310,355310,3070.0,,0.04381126838445754,1.200898160181113
Census Tract 3560.01; Contra Costa County; California,06013356001,1400000US06013356001,356001,4025.0,0.11428571428571428,0.03457395358877447,0.30252209390177665
Census Tract 3560.02; Contra Costa County; California,06013356002,1400000US06013356002,356002,5688.0,,0.08887103640433379,0.6187251592017755
Census Tract 3570; Contra Costa County; California,06013357000,1400000US06013357000,357000,3458.0,,0.05636835514339711,0.6207699747957554
Census Tract 3580; Contra Costa County; California,06013358000,1400000US06013358000,358000,5859.0,,0.06651793832141632,0.4001320334960762
Census Tract 3591.02; Contra Costa County; California,06013359102,1400000US06013359102,359102,5061.0,0.16775340841730882,0.04267532790882684,0.25439320912434943
Census Tract 3591.03; Contra Costa County; California,06013359103,1400000US06013359103,359103,5435.0,0.1343146274149034,0.03169436086300028,0.23597102916494042
Census Tract 3591.04; Contra Costa County; California,06013359104,1400000US06013359104,359104,2537.0,,0.19164287770714064,0.6154404819531846
Census Tract 3591.05; Contra Costa County; California,06013359105,1400000US06013359105,359105,4927.0,0.19362695352141263,0.0764027202422551,0.39458721450061934
Census Tract 3592.02; Contra Costa County; California,06013359202,1400000US06013359202,359202,6819.0,0.06745857163807009,0.02660785880221046,0.39443258515711555
Census Tract 3592.03; Contra Costa County; California,06013359203,1400000US06013359203,359203,7200.0,0.15916666666666668,0.055617912616135114,0.34943191172440907
Census Tract 3592.04; Contra Costa County; California,06013359204,1400000US06013359204,359204,4340.0,0.20414746543778803,0.07654044377842613,0.37492723024646657
Census Tract 3601.01; Contra Costa County; California,06013360101,1400000US06013360101,360101,4224.0,,0.025867236688947047,0.5129728064512317
Census Tract 3601.02; Contra Costa County; California,06013360102,1400000US06013360102,360102,5030.0,,0.04794672302287523,0.4842811582430972
Census Tract 3602; Contra Costa County; California,06013360200,1400000US06013360200,360200,5482.0,,0.042043796874426956,0.42840909751971856
Census Tract 3610; Contra Costa County; California,06013361000,1400000US06013361000,361000,4973.0,0.10597225015081439,0.024302141789835526,0.2293255239484859
Census Tract 3620; Contra Costa County; California,06013362000,1400000US06013362000,362000,2832.0,,0.04400414209019361,0.5769431962936495
Census Tract 3630; Contra Costa County; California,06013363000,1400000US06013363000,363000,7793.0,0.196586680354164,0.06398065286081987,0.32545772045977106
Census Tract 3640.02; Contra Costa County; California,06013364002,1400000US06013364002,364002,5426.0,,0.04431691793413084,0.4203909033401992
Census Tract 3650.02; Contra Costa County; California,06013365002,1400000US06013365002,365002,5171.0,0.15064784374395668,0.053307719677197093,0.3538565063553096
Census Tract 3650.03; Contra Costa County; California,06013365003,1400000US06013365003,365003,5416.0,0.29098966026587886,0.06784502181350772,0.2331526891763692
Census Tract 3660.01; Contra Costa County; California,06013366001,1400000US06013366001,366001,4690.0,,0.03090158611407109,0.41408125392855266
Census Tract 3660.02; Contra Costa County; California,06013366002,1400000US06013366002,366002,6876.0,0.08944153577661432,0.028239369085298408,0.315729921675629
Census Tract 3671; Contra Costa County; California,06013367100,1400000US06013367100,367100,5773.0,0.2943010566429932,0.06595950531740061,0.2241225569142753
Census Tract 3672; Contra Costa County; California,06013367200,1400000US06013367200,367200,5869.0,,0.055662632974815676,0.4326940303697923
Census Tract 3680.01; Contra Costa County; California,06013368001,1400000US06013368001,368001,5013.0,,0.07324595850919632,0.6223423559433918
Census Tract 3680.02; Contra Costa County; California,06013368002,1400000US06013368002,368002,4102.0,,0.04560496142740147,0.44224953138345346
Census Tract 3690.01; Contra Costa County; California,06013369001,1400000US06013369001,369001,7347.0,,0.03243504445789179,0.41228420697600515
Census Tract 3690.02; Contra Costa County; California,06013369002,1400000US06013369002,369002,2728.0,,0.07673531287447616,0.5523322784210316
Census Tract 3700; Contra Costa County; California,06013370000,1400000US06013370000,370000,2960.0,,0.03847021965104591,0.7252984087076172
Census Tract 3710; Contra Costa County; California,06013371000,1400000US06013371000,371000,5776.0,0.10214681440443213,0.03770507553209132,0.36912629876840586
Census Tract 3720; Contra Costa County; California,06013372000,1400000US06013372000,372000,7610.0,,0.031510229547749166,0.5537941035990096
Census Tract 3730; Contra Costa County; California,06013373000,1400000US06013373000,373000,4386.0,,0.02717879654207851,0.6113138545310581
Census Tract 3740; Contra Costa County; California,06013374000,1400000US06013374000,374000,4687.0,0.10603797738425431,0.029793981652387943,0.2809746318002863
Census Tract 3750; Contra Costa County; California,06013375000,1400000US06013375000,375000,5271.0,,0.06068809890550571,0.44244394098329265
Census Tract 3760; Contra Costa County; California,06013376000,1400000US06013376000,376000,6712.0,0.13230035756853398,0.035578123841765195,0.2689193324616306
Census Tract 3770; Contra Costa County; California,06013377000,1400000US06013377000,377000,7826.0,0.21978021978021978,0.08318297385897087,0.3784825310583175
Census Tract 3780; Contra Costa County; California,06013378000,1400000US06013378000,378000,3887.0,,0.009159268887471126,0.9128737991179555
Census Tract 3790; Contra Costa County; California,06013379000,1400000US06013379000,379000,8383.0,0.18000715734224024,0.03722491528757063,0.20679686206474793
Census Tract 3800.01; Contra Costa County; California,06013380001,1400000US06013380001,380001,2896.0,,0.10065500150680587,0.5368266747029646
Census Tract 3800.02; Contra Costa County; California,06013380002,1400000US06013380002,380002,3470.0,,0.12430860800039481,0.49924869185343745
Census Tract 3810; Contra Costa County; California,06013381000,1400000US06013381000,381000,6703.0,0.33373116514993284,0.08421087898294524,0.25233148047504783
Census Tract 3820; Contra Costa County; California,06013382000,1400000US06013382000,382000,8477.0,0.4153592072667217,0.07298956043613755,0.1757263572329276
Census Tract 3830; Contra Costa County; California,06013383000,1400000US06013383000,383000,5848.0,,0.030044035197488113,0.5473442923205935
Census Tract 3840; Contra Costa County; California,06013384000,1400000US06013384000,384000,3826.0,,0.025690015891549515,0.5747953263220377
Census Tract 3851; Contra Costa County; California,06013385100,1400000US06013385100,385100,3100.0,,0.022624027570469708,0.4904509473318608
Census Tract 3852; Contra Costa County; California,06013385200,1400000US06013385200,385200,1413.0,,0.16158339458939883,1.1415866827741026
Census Tract 3860; Contra Costa County; California,06013386000,1400000US06013386000,386000,3758.0,,0.03536545156479349,0.565546242470187
Census Tract 3870; Contra Costa County; California,06013387000,1400000US06013387000,387000,3090.0,,0.036884458260286905,0.844244266846567
Census Tract 3880; Contra Costa County; California,06013388000,1400000US06013388000,388000,2711.0,,0.01524435263615005,0.7514079999382324
Census Tract 3891; Contra Costa County; California,06013389100,1400000US06013389100,389100,2455.0,,0.04844745609838183,0.6099410498539867
Census Tract 3892; Contra Costa County; California,06013389200,1400000US06013389200,389200,1955.0,,0.01761632928893004,0.7174984116637131
Census Tract 3901; Contra Costa County; California,06013390100,1400000US06013390100,390100,2225.0,,0.01251215617157935,0.7733207633823348
Census Tract 3902; Contra Costa County; California,06013390200,1400000US06013390200,390200,1820.0,,0.0038406065250053516,1.747475968877435
Census Tract 3910; Contra Costa County; California,06013391000,1400000US06013391000,391000,2568.0,,0.013120137103529557,1.1618107614435829
Census Tract 3920; Contra Costa County; California,06013392000,1400000US06013392000,392000,2588.0,,0.013913074774890039,0.5539544233448526
Census Tract 3922.01; Contra Costa County; California,06013392201,1400000US06013392201,392201,4867.0,,0.05041477878570571,0.4691562683556973
Census Tract 3922.02; Contra Costa County; California,06013392202,1400000US06013392202,392202,4724.0,,0.04235640140929634,0.8167005724796569
Census Tract 3923; Contra Costa County; California,06013392300,1400000US06013392300,392300,3754.0,0.19339371337240277,0.04338596145978515,0.22434008170803504
Census Tract 9800; Contra Costa County; California,06013980000,1400000US06013980000,980000,507.0,,0.10626464438253087,0.49427683212791884
Census Tract 9900; Contra Costa County; California,06013990000,1400000US06013990000,990000,0.0,,,
